TEL,11/11/2017,0,1.5,1686
TEL,11/08/2017,0.5,1.1,1695
TEL,11/04/2017,0,1.5,1750
TEL,11/02/2017,0.3,1.6,1740
TEL,08/25/2017,0.4,1.8,1743
TEL,08/24/2017,-0.5,1.6,1732
TEL,08/24/2017,-0.2,1.2,1732
TEL,08/19/2017,-0.1,0.2,1721
TEL,08/14/2017,-0.3,1.2,1730
TEL,08/11/2017,-0.2,1,1740
